PartNumber,Description,Quantity,Location
165107,Driveshaft With Bearing CPL. TELESKOP SPW=297,1,Unassigned
165159,Chain adjuster UT complete UT CPL,1,Unassigned
165212,"Contraction Pulley D=60 D=60 T=3,9 KPL.",5,Unassigned
166182,DPS Telefork Triplex Chain- Lower Fork Drive Chain Roller Chain 06B-3 297 LINKS,1,Unassigned
166239,Sprocket CPL. CPL.,0,Unassigned
166243,Sprocket CPL. CPL. eccentric shaft.,0,Unassigned
167256,"SPACER 30,0 X 45,0 X 8,0 VZ non sap SPACER 30,0 X 45,0 X 8,0 VZ",1,Unassigned
167779,Countersink Bolt M3X12 zinked is needed with pt# 210712,2,Unassigned
16785,Spring washer 24 B24,4,Unassigned
168151,CURRENT COLLECTOR DOUBLE CARBON BRUSH,45,Unassigned
16860,Set Screw M5x10BK M5X10BK,0,Unassigned
168664,Turnaround Wheel D25 V Belt pulley 25 w/guide,0,Unassigned
16911,"SNAP RING WAVE non sap 25X1,2",2,Unassigned
16911_2,"SNAP RING WAVE 25X1,2",0,Unassigned
169809,Axle For Disc Spring L= 470 MM,0,Unassigned
169947,Chain Configuration KSAS NB420 H30 Sch. KSAS NB420 H30 SCH.,0,Unassigned
169955,Track Wheel 270X 60 Vulkollan ,0,Unassigned
16998,PARALLEL KEY non sap A 8X7X35,1,Unassigned
16999,PARALLEL KEY non sap A 8X7X50,2,Unassigned
1700_04522,Joint head KBRM-08,0,Unassigned
1700_12218,Rod head KBLM08,0,Unassigned
170159,Axle For disc Spring L= 510 MM,3,Unassigned
170162,Wheelholder Circle lift pusher arm tail bearing stud,8,Unassigned
170394,"MPS Magnus Gearbox, Vogel 551032, MPG03/170394
I 12
CVS CAP EX Planet Gear Unit MPG 03 I=12",2,Unassigned
171179 T813,PROXIMITY SWITCH PROXIMITY SWITCH,1,Unassigned
171411,"T-Belt 1640 Hab. white H=5,8 1640 HAB. WHITE H=5,8",11,Unassigned
171412,"T-Belt 1940 H=5,8 1940 HAB. WHITE H=5,8",6,Unassigned
171416,"T-Belt 2040 Hab. white H=5,8 PU-Profil 2040 HAB. WHITE H=5,8",4,Unassigned
172037,Pressure Spring 2.5  X 25.0 X74.5 2.5  X 25.0 X74.5,1,Unassigned
172332,"Pressure Spring 1,60X26,4X85,0 1,60 X 26,4 X 85,0",1,Unassigned
172421,PKZM0-4-C/NHI-E-10-C-GVP Switch,0,Unassigned
172422,"PKZM0-6,3-C/NHI-E-10-C-GVP switch",1,Unassigned
172566,"Pallet Stacker Clamp Lift Bushing D30 X 10 WITH GROOVE
Slide bush D30 X 10  W. Bund",12,Unassigned
173/040/020/5/010,Vulkollan guide roll,0,Unassigned
174296,rep_abg.MDFKABS100-22U SERVOMOTOR MDFKABS 100-22 PM-BREM. C,0,Unassigned
174954,Mounting Bar NB420 GF w. RMK16-Q 50 MOUNTING BAR,1,Unassigned
175051,"Gear motor, Gear box G50AB045MHAR2C, Motor DEMABR063-12C0U, M2=34 Nm",1,Unassigned
177018,Clamping Bushing  TLK 110 100 X 125 TLK 110  100 X 125,1,Unassigned
177023,PRESSURE SPRING D50 X D25 L=203 RED,2,Unassigned
177569,Bevel Gear Umit GKS09 GKS09-3N SBR-2G,1,Unassigned
177840,"Plate cpl., HS-length 2100 Magnus Crane Touch Wall",2,Unassigned
177895,Guidance RAS M/RUS M NB420 RAS M/RUS M NB420,0,Unassigned
178283,Guide Bush GUIDE BUSH,6,Unassigned
178495,Perma-Brush 60 X 30 BRUSH  60x30,0,Unassigned
178756-18,Antistatic-Wrist-Belt for new style CBU roller tool,0,Unassigned
179330,"GFL06-2 M SCR 090C32 Gear motor
CVS CAP EX GFL06-2MSCR-090-C32 BR08 (LAC20 Locking Device Motor) ,  Motor MDEMABR090-32",1,Unassigned
179387,Track Wheel 70 Cpl. Wheel,2,Unassigned
181225,"Gear Motor GST05-2M VCR 080-11 BL , Motor MDERAM2 080-11",3,Unassigned
18267,"COLLAR BUSHING CBU spacer SEAL 20mm L=5,5mm InnenØ8mm",4,Unassigned
1830_0014322B,Deflection with axle,2,Unassigned
1830_0015679B,Tension roller cpl.,2,Unassigned
1830_70017228,Bearing shell_SLC_Ø25_cpl.,1,Unassigned
1830_70038017A,Lower base plate M16,0,Unassigned
184070,"WCS3-CS70-L2 Codebar WCS 3, 70MM",115,Unassigned
184209,Deflection KAS/KUS NB420 KAS/KUS NB420,0,Unassigned
184211,GUIDANCE KAS/KUS NB620,0,Unassigned
185197,MPS Telefork Deviation Roller Deflection Roller ULR-162X82X175-53,2,Unassigned
185199,Guide Roller KRV 32 PP KRV 32 PP,2,Unassigned
185200,Guide roller KRV 35 PP KRV 35 PP,5,Unassigned
185204,"Slide bar SLE 28X20,6X60-KS ",5,Unassigned
185206,Brass Slide Plate Grinding band CPL SLE 14x8x150-RG7,15,Unassigned
185215,"MPS Crane Telefork Gear
Small (CRA 2-7) GEARWHEEL M=2 TOOTH =26  BOLT=15MM, I=65MM",16,Unassigned
185220,Pinion Shaft 67-30-30-22-2 MPS 2-7 BOTH Drive and Slave,6,Unassigned
185232,Flyer Chain Pin w/double snap rings (MPS Lower) Bolt with  groove  BO-FL1244,3,Unassigned
185234,Pressure Spring DIN 2076-C;Typ D 339A-01 Typ D 339A-01,4,Unassigned
185242,"PAN CPL.
TRAY non sap Circle lift tray",0,Unassigned
185769,Maintenance unit LFR-1/4-D-MINI-KF,1,Unassigned
186350,Straight screw connection QS-G1/4-12,0,Unassigned
186664,P112-2220-20-3225 light curtain PLVScan,2,Unassigned
187010,WCS-IG110 interface module WCS-IG110,2,Unassigned
187548,NBB20-L2-A2-V1 proximity switch (142288) NBB20-L2-A2-V1,2,Unassigned
187948,Compensol  2006 Vitamol ZH - M-5000GR container ,0,Unassigned
187948_2,"Compensol  2006 Vitamol ZH - M-5000GR CRANE DAMPER OIL, Order also part # (103814)",0,Unassigned
188.SU1Z AH,"Limit Switch
D-32457 MFG. Bernstein
10A/500V AC
188-5U1Z AH",1,Unassigned
188-SU1Z AH,"BERNSTEIN
LIMIT SWITCH (CVS) 608.6185.034",0,Unassigned
19143,Illuminated seal MR-LD-12-24DC,2,Unassigned
191452,Chain Tens Unit CHAIN TENS UNIT Mustang fork chain pulley/bracket,0,Unassigned
191674,MOUNTING non sap MOUNTING,2,Unassigned
191676,"Mounting Chain OT MOUNTING CHAIN OT
triplex chain mount",0,Unassigned
192374,Connecting Link 05B-1 8X3MMBO-FL523B-Kpl CONNECTING LINK 05B-1 8X3MM,3,Unassigned
192404,Flyer chain KTC 8MM 2X3 269 links REPLACEMENT UNIT F. LOAF,0,Unassigned
192744,"Track Wheel 350 With Shaft (Lauramid) eccentric shaft, bearings",0,Unassigned
193027,Deflection roll ULR-170x65-10-39-FL523B ULR-170X65-10-39-FL523B,1,Unassigned
193472,"PINION SHAFT  MPS cra1 dept1 drive side
CVS CAP EX M = 2 TOOTH = 22",0,Unassigned
193474,Flyerchain FL523 B8 MM 2x3 ONLY IN PAIRS 1980=3960mm EXCHANGE ( CRN 1),3960,Unassigned
193483,"Flyer Chain FL 1/2"" - 4x4 L=2320mm ( CRN 1 )",4640,Unassigned
19350,TWO-HOLE FLANGE BEARING non sap RCJT30N,1,Unassigned
19355,FOUR-HOLE FLANGE BEARING non sap RCJ40N,1,Unassigned
193868,LOAD CELL non sap ALUM. BLOCK,1,Unassigned
193897,"Roller D50x1,5 EL=1124 Serie 1700 D=50X1.5",1,Unassigned
194028,GKS05-3N VAR-2D Gearbox GKS05-3N VAR 2D,2,Unassigned
19439.05.00-07-3,Chain screw Chain tension for Lift table w/ telefork LAC 21,4,Unassigned
19488,CHAIN TENSIONING WHEEL non sap sprocket,2,Unassigned
19505,"Roller chain 12B-1
263 Links 5M 12B-1 ; L=5M
263 Links",1,Unassigned
19505_2,Roller chain 12B-1 12 B-1; 157 LINKS,0,Unassigned
19505_3,Roller chain 12B-1 12B-1,3,Unassigned
19505_4,Roller chain 12B-1 12B-1  /  247 LINKS / 470,5,Unassigned
19514,TRANSPORT CHAIN non sap 10 B-2 433 LINKS,10,Unassigned
195163,Pressure Roll I-Nr. 302919.02.40-02 ROLLER (pallet stackers),5,Unassigned
19527,CLOSING LINK 10 B-2,4,Unassigned
196847,Locking device TLK 500 25x55 PSV 6003 25x55mm,3,Unassigned
196904,Solenoid valve    CPE14-M1BH-5/3G-QS-8 REPACK LIFT TABLES,10,Unassigned
19703,"Fork head M12x1,25 SG M12X1,5",0,Unassigned
197314,"Compression spring D 288Z-03 D 288Z 03, LAC21 Forks",8,Unassigned
197578,Control valve GRLA-M5-QS6-RS-D,1,Unassigned
19789,Solenoid valve JMFH-5-1/4-B,1,Unassigned
198171,"Roller Chain 32B-1(2"") DIN8187 32B-1 (2"")",2,Unassigned
19880,AUXILIARY CONTACTOR 22_DIL-M ( being replaced by (277377) DILM32-XHI22,1,Unassigned
19972,THREAD ROD non sap M10 L=140 GA,0,Unassigned
1WY-SCHNITRS422,abg.cutting site converter (clip) 1WY-SCHNITRS422,1,Unassigned
"2,26E","SET (10) SIGNALLAMPS, ALARMPOLE non sap H81-84",0,Unassigned
20043,HOLE non sap D=40 D=44 L=30,2,Unassigned
20060001,"ZONECONTROLLER non sap
CVS CAP EX ZOC II",10,Unassigned
20060002,CONNECTION CARD non sap FOR INPUT w/LED,18,Unassigned
20060004,CARD FOR CONNECTION WITH PLUG,27,Unassigned
20060005,"CARD FOR CONNECTION WITHOUT PLUG
RA",15,Unassigned
20060009,"DPS PICK LIGHT (Red/White) KOM,4,R-W   KOMMANZ 
PICK DISPLAY",30,Unassigned
200767,"V15-G-0,5M-PUR-ABG-SUBD9 Cable",4,Unassigned
200827,Grip Tape L=1100mm Antislip for Surface,1,Unassigned
20110_00044,"Fan 8414NHHR-579 assembly 9327, 9328, 9329
Also need 393257",4,Unassigned
20110_00174,"SPUR GEAR MOTOR non sap GST05-2M VCR 080C42 BR ( 181217 ), Motor MDEMABR080-42COU",1,Unassigned
20110_00843,ID:13101865 GST05-2M VCK071C42 Gearmotor GST05-2MVCK-071C42 BRAKE,1,Unassigned
20110_01175,"14.630.34.016 , RECTIFIER Half-Wave Rectifier for motor brakes",10,Unassigned
20140_00019 (124989-TGW),"DPS Crane Blocking Device Motor M28 X 40/S  PK32 - 46:1
(blocking device)PLANETARY GEAR MOTOR",3,Unassigned
20216,Bump Rubber 50/17/M10 25332 D 50/17/M10 25332D,3,Unassigned
203020000000000048,abg.WCS3A-LS221S reader WCS3A-LS221S-0,2,Unassigned
20310_00118,Roll fork 20x32x54,2,Unassigned
20310_00276,"CBU 620
With Rubber EL=620 
CBU 60 KLSL EL620 Flute   V04
(OLD#86056)",21,Unassigned
20310_00905,"Pinch roller_Slide plate ,Receiving stackers tooth rack tension rollers mount",3,Unassigned
20330_00046,"Needle rollers NRB 3,5 x 10,8-G2/0-2#N",2,Unassigned
20330_00047,"Needle rollers NRB 3,5 x 15,8 G2_0-10",2,Unassigned
20390,Parabel Spring 32/36/M 8 58495 32/36 M8 58495,0,Unassigned
20410_00090,Deep groove ball thrust bearing 60x85x17,2,Unassigned
20415,Track Wheel 50 X 15 50X15,2,Unassigned
20430_00117,TWO-HOLE FLANGE BEARING_25 non sap FLANGE BEARING,4,Unassigned
20430_00118,BEARING FLANGE non sap BEARING FLANGE,1,Unassigned
20430_00120,Flange bearing F628 Ø8mm,0,Unassigned
20430_00126,Flange bearing for shaft Ø 12 mm,2,Unassigned
20430_00127,Flange bearing 17x30x7,2,Unassigned
20449,Crane Buffer 100 X 150 100x150,1,Unassigned
20460_00041,PLAIN BEARING BUSH non sap 20x23x30,8,Unassigned
20493,AZ 16ZVK limit Door switch (20493) AZ 16ZV,1,Unassigned
205345,SL-F100 stand foot with tube 100mm singal light post,0,Unassigned
205347,SL-FW fixing bracket signal light post,2,Unassigned
205838,Roller D=70 B=44 E_STOP ROLLER MUSTANG CRANE,2,Unassigned
20610_00358,"T-BELT non sap 2190 HAB. WHITE H=5,8",10,Unassigned
20687 / ALT278270,Z4VH 335-11Z-M20 position switch Z4 VH 335-11Z,18,Unassigned
20691,Pos. Switch   Z4V10H335-11Z-M20 Z4V10H335-11Z,3,Unassigned
20710_00573,"ROLLERCHAIN 06 B1 non sap L= 2751,28MM;  289 LINKS, LAC21 Forks",3,Unassigned
20710_00843,POWER CHAIN LINK non sap TYP 2828.10,10,Unassigned
20720_00181,Chain deflection roller MT cpl.,14,Unassigned
20720_00332,"CHAIN WHEEL non sap 06B1; Z=16, LAC21 Forks",1,Unassigned
20720_00514,"Sprocket wheel 5/8 ""Z = 25",2,Unassigned
20720_00516,"PINION non sap MODUL 5, Z=16",2,Unassigned
20807,PALLET TRANSPORT CHAIN Roller Chain 12B-1 3/4 X 7/16G,20,Unassigned
20820_00008,"Kurbelscheibe 0195. PAIR 2=1 Winder disc w/ holes, Cam lower tote erector",0,Unassigned
20820_00008_2,"Kurbelscheibe 0195 Winder disc w/ holes, Cam lower tote erector",0,Unassigned
208281,DILM820XHI11SI auxiliary contact DIL_M-820-XHI11-SI,2,Unassigned
20830_00426,Connecting rod cpl. Length 297,1,Unassigned
20830_00427,Crankshaft Ø20,1,Unassigned
20830_00428,Connecting rod cpl. Length 348,1,Unassigned
20830_00429,Connecting rod cpl. Length 400,1,Unassigned
20830_00430,Crankshaft Ø30,1,Unassigned
20830_00431,Crankshaft Ø20,1,Unassigned
20830_00432,Crankshaft Ø20,1,Unassigned
20830_00482,LIFTING SHAFT (MAGNUS) LIFTING SHAFT (MAGNUS),1,Unassigned
20840_00094,"SELF-ALIGNING ROD COUPLER non sap 2063 FK-M10
( FESTO )",4,Unassigned
20870_00001,Joint head BEF-12-20-502,0,Unassigned
20870_00002,Joint head BRTF12-00-501,2,Unassigned
209058_2,"Drive fixture D270x60
Single Pin DPS Anti-Pendulum Drive Fixture 270X60 Wider rail gap.",0,Unassigned
20910_00122,Cylinder ADN-20-10-A-P-A-R8,2,Unassigned
20910_00452,HYDRAULIC CYLINDERS  non sap Ø 70 MM / 550 MM,0,Unassigned
20920_00266,Double Nipple E-1/4 - 1/4 MS,1,Unassigned
210-00540-0102,Cleaning Sticks Plastic 12mm Set of 5 LOGOPAK cleaning sticks set of 4,0,Unassigned
21030_00054,Rubber buffer Ø25x30 M6x18,1,Unassigned
212122,abg. Track Wheel 270 X 60 Assembly Group Includes Flange Plate and Bolts,0,Unassigned
213-00180-0000,"Bulb 24V, 5W ",0,Unassigned
21364,"External Link 12B-1 3/4 X 7/16 G 12B-1 3/4"" X 7/16",8,Unassigned
214005200000,"MICRO SWITCH RS 338 282 10A/250V non sap S8,15",1,Unassigned
214-02700-0000,"Fuse  5SY4 101-7, 1A Slow ",1,Unassigned
214027100000,FUSE 5SY4 108-7 non sap 8A slow,1,Unassigned
214027200000,FUSE 5SY4 104-5 non sap 4A fast,1,Unassigned
21410_00849,Belt pulley acc. drawing,1,Unassigned
21410_00850,Bolt acc. drawing,1,Unassigned
21410_00851,Connecting rod cpl. acc. drawing,1,Unassigned
21410_00991,stacker belt cartridge rollers.,4,Unassigned
21410_01160,Roller pin with spacer ring,2,Unassigned
21410_01161,Handle strip with nose,2,Unassigned
21410_01167,"Hook lever left 1.4301 - 58 x148x15,5",2,Unassigned
21410_01168,"Hook lever right 1.4301 - 58 x148x15,5",2,Unassigned
21410_01263,DRIVE SHAFT non sap D 30 X 305,1,Unassigned
214507,HOLDER TERMINAL BOX left side non sap 500X500 Cabinet mount,3,Unassigned
215275,SL-F400 stand foot with tube 100mm SL-F400,0,Unassigned
21530,SHAFT FIXING SMILEY,0,Unassigned
21538,FGFLQU_3100604-18 brake resistor 18Ohm/3 FGFLQU_3100604-18,2,Unassigned
21610_00004,Rubber buffer 20x20M6,1,Unassigned
21610_00031,Rubber buffer Shore 75 30x40-M8,1,Unassigned
216374,M22-A-fixing-adapter,0,Unassigned
216378,M22-K01 break contact front,2,Unassigned
216380,M22-KC10 make contact front F10 Push button,21,Unassigned
216524,M22-PV/KC02/IY complete device top mount e_stop,0,Unassigned
216563,M22-LED230-W LED element front white M22-LED 230-W LOGOPAK,2,Unassigned
216869,M22S-WRK sel.switch 2 pos. 2 Position Switch,9,Unassigned
216876,M22-PV emerg.stop actuator not illuminat,1,Unassigned
216889,M22S-WRS key-operated button 2 positions,1,Unassigned
21697,"Tension set 30x55, MT=769 NM TYP KTR 200, 30X55",1,Unassigned
218-00360-0000,"Power supply  S40-5, G3 5V G 3",0,Unassigned
218011710000,POWER SUPPLY SP 500-48 non sap G 1,0,Unassigned
21830_00818,Manufactured Pusher arms for circle lifts,0,Unassigned
2200-40202-Z125,"LE200-IBS_Laser for 125m
CVS CAP EX LE200-IBS",1,Unassigned
22013,"Washer 15 x 21 x 0,5 GBK OMEGA DRIVE (Jump Protection Assm Part)",0,Unassigned
22015530,Terminal IND560 control desk for scales,0,Unassigned
221-00190-0000,"Power supply SSR 2406 24V, G 4 G 4",1,Unassigned
221-00490-0000,CAN-IO-DP Modul V1.0 ,1,Unassigned
221-00530-0000,CAN-OP Modul V2.0 D2.1,2,Unassigned
2210-T210-KOM3H121,MINIATURE CIRCUIT-BREAKER 2210-T210-KOM3H121,3,Unassigned
221784,PHASE FAILURE non sap S EMR4-F500-2,0,Unassigned
22194,"FORK HEAD non sap SG M10X1,25",2,Unassigned
22287,FGFLQU_3100804-18 brake resistor 18Ohm/4 FGFLQU_3100804-18,1,Unassigned
22310_00495,Z-Lift Tray for Totes Z LIFT PLATFORM,0,Unassigned
22310_00514,HOLDER F. TERMINAL BOX right side non sap 500X500 Cabinet mount,1,Unassigned
22310_00556,Collector Bracket for TCart Bus Rail Collector bracket.,3,Unassigned
22310_00561,snapper head return ramp for snapper shock return,2,Unassigned
22310_00616,Bearing box 21x120,2,Unassigned
22310_00636,Bearing housing 60x85x17,2,Unassigned
22310_01232,New tote erector back plate,0,Unassigned
22328,PEDESTAL BEARING non sap PSHE20N,4,Unassigned
223914,"Narrow box lock Door locks of crane isle.
223914",2,Unassigned
22472,DOS-1204-W M12 cable receptacle 4pol. 90 DEGREES 4P.M12,16,Unassigned
224783 00128673,"Male insert wiring harness WL34-B430
also for V1 Monitor PG11 AUF M12X1",0,Unassigned
22607,"MULTI-PURPOSE ROLLER TYP 4.054 - AP0 non sap D=62,5",4,Unassigned
22636,"FZZCQU_400X65-47 brake resistor 47Ohm/1, FZZCQU_400x65-47",1,Unassigned
22654,Bus Bar Link Set ,25,Unassigned
22770,Seperating Web No.201 For 20 And 25 201,1,Unassigned
22784,Reflector 18 X 19 White 18 X 19 WHITE,381,Unassigned
229444,NHI-E11PKZOSOND514 motor-circuit switch NHI-E11PKZOSOND514,40,Unassigned
229444_2,NHI-E11PKZOSOND514 motor-circuit switch NHI-E11PKZOSOND514 motor-circuit switch,0,Unassigned
229670,"PKZM0-0,25-C motor protection PKZM_0-2.5",3,Unassigned
23010_00606,"Countersunk screw M2,5 x 8 DIN 963 M",2,Unassigned
23010_00624,Cylindrical pin ISO 8734 - 3 x 28 - A,2,Unassigned
230167,CONTACTOR DILEM-01-G-C,0,Unassigned
23020_00249,Secure ring,4,Unassigned
23020_01174,buffer disc,2,Unassigned
23020_01302,WASHER 40 non sap WASHER 40,0,Unassigned
230241,DILER-40-G-C(24VDC) contactor operated DIL_ER-40-G-C,4,Unassigned
23030,Intermediate Bushing BG SW17 BG SW17,0,Unassigned
23060_00035,"Tension spring1.25x13.7x50.5,Typ:RZ-105I",0,Unassigned
23060_00080,Compression spring6.30x50.00x115.00x5.50,2,Unassigned
23060_00081,Tension spring 0.70x5.00x24.00,2,Unassigned
23060_00139,Cyklop Sealer Head Spring Middle pg13 section 5,0,Unassigned
23060_00159,"Pressure spring 4x25x88,9",0,Unassigned
23060_00162,Tension spring Z-026I,2,Unassigned
23060_00207,Pressure spring 5x32x160,2,Unassigned
231001000000,POWER SUPPLY BUCK CA non sap G 2,0,Unassigned
231-00110-0100,Steppingmotorcard  SMC342 A1.04,1,Unassigned
231-00130-0000,CAN-IO Modul V2.0 ,2,Unassigned
231-00150-00001,CPU-PL2-Board Mother Board w/ Battery Backup,0,Unassigned
231002300000,CAN-RC2 V1.0 Modul D2.40,0,Unassigned
231002730000,"LOGOPAK Label Gap Detector GAP DETECTOR GLS UL V5.0, 90° non sap",1,Unassigned
231003000103,Can-RC-2 Module V1.2  For Exchange LOGOPACK,2,Unassigned
231273,M22-XGPV emergency-stop protective collar ,2,Unassigned
23144,Taper Lock Assembly SW17 X 47 SW17 X 47,2,Unassigned
23159,PARALLEL KEY non sap A 8X7X40,2,Unassigned
231957,"Omega Drive Toothed Wave Drive Pulley for TCart
CVS CAP EX OMEGA DRIVE SHAFT
P.B=181=SHAFT",1,Unassigned
23210_00068,Telescopic rod Ø14x148,1,Unassigned
23210_00071,Telescopic sleeve 25x131x,1,Unassigned
23240_00061,BALL Sensor BES01Y9,0,Unassigned
23242,BN 20-RZ Magnetic Switch BN 20-RZ,2,Unassigned
23243,BP 34 Magnet (red/green) BP 34 V1 monitor magnet,2,Unassigned
23248,SWITCH BRACKET AZ16 ZV.B1,0,Unassigned
233681,Assembly group  cup. Rocker Assembly Circle lift table rollers.,0,Unassigned
233845,Console for anti-pendulum AP motor mount Console for anti-pendulum Drive Fixture,1,Unassigned
23549,Multi-Purpose roller Typ 4.055 - AP 1 TYP 4055,4,Unassigned
2363718,Emergency Tripped Device Emergency Tripped Device,0,Unassigned
23845,"Tension spring d=1,25; De=11,2; Lo=61,2 D=1,25MM; L=61,2MM",1,Unassigned
239741,DILM-115 load contactor 24VDC DIL_M115,1,Unassigned
240-00120-0100,"Terminal PL2, V2, Touch, complete logopack display screen",0,Unassigned
24301,Bearing housing RJUM-05-50 RJUM 05-50,7,Unassigned
243585,"MPS Magnus Lift Motor MCA21X35-RSOF2-B38R-KS5F15N-ROSV
CVS CAP EX replaces MDFKABS112-22 FE-KRA-BR.C  ) 80.0kg / 176lbs.",5,Unassigned
243589,"DPS Mustang Drive and Lift Motor
CVS CAP EX MCA19S35-RS0P2-B28R-KS5F52N Servo motor",6,Unassigned
243591,"MPS Magnus DPS Mustang AP Motor
(No Brake)
CVS CAP EX MCA19S35-RS0B0-B38R-KS5F52N Servomotor

MDFKARS 100-22 OHNE BR. C",1,Unassigned
243591_2,"MPS Magnus DPS Mustang AP Drive Motor (No Brake)
CVS CAP EX MCA 19S35-RS0P2 B28R-KS5F52N 
(Replaces Old 
MDFKARS 100-22)",3,Unassigned
245674,"122 Pulley with Axel
Omega Drive for Tcart OMEGA DRIVE Pulley 122 With Axle",1,Unassigned
24678,Flange 120 W. Socket SW17 120 W. SOCKET SW17,1,Unassigned
24841,PEDESTAL BEARING non sap P 16206,1,Unassigned
248434,Z-NHK Auxiliary switch,1,Unassigned
24901,Sperical Disc Bearing 17 17,17,Unassigned
24975,"RETURN ROLLER non sap D/D = 52/25, B=25",2,Unassigned
24996,PARALLEL KEY non sap A 8X7X80,2,Unassigned
24996762,"DNC-50-60-PPV-A
CYLINDER non sap DNC-50-60-PPV-A
CYLINDER",1,Unassigned
25088,GRUBSCEW WITH FEMALE HEXAGON WITH SPLIT non sap M 8X20,2,Unassigned
25119,abg. FAZ-XHI001 miniature circuit-breake FAZ_XHI001,22,Unassigned
25131,PRESSURE SPRING spring,9,Unassigned
2525561,55.34.9.024.0090 relay 55.34.9.024.0090,1,Unassigned
2531000,Cabinet Key SZ_2531.000 double-bit key no. 5,0,Unassigned
25550H,"Buffer D=50 H=28 D=50, H=28",1,Unassigned
257486,"CIRCLE LIFT PUSH ARM COMPLETE
CVS CAP EX",0,Unassigned
25805,"PE 1000 BLACK non sap B=40, L=2090",0,Unassigned
25902,Tooth Belt 25AT10/1350 25 T10 1350,1,Unassigned
260652,"Panel Head Drive Mustang
CVS CAP EX Mustang AP mast frame",0,Unassigned
2610.34PZB,Connection kit 2610.34PZB swinging,4,Unassigned
26289,"RUBBER METAL-BUFFER non sap D=40, H=28, M8X24,5",1,Unassigned
266606,"SLC Blocking Device Flap
Tote Erector
Tote Stacker End Position Flap 17, NB=310",1,Unassigned
26681,Con Set D14.2 Type D D14.2 TYPE D,3,Unassigned
26684,Spherical Washer D13 Type C D13 TYPE C,6,Unassigned
26836,PNEUMATIC VALVE non sap JMFH-5-3/8-B,2,Unassigned
269318,LIFTING SHAFT (MUSTANG) INCL.BEARINGS,0,Unassigned
27.10.075.0,Energy chain Series 27,96,Unassigned
27136,DISC A 25 X 44 X 4 non sap,4,Unassigned
2719470,IBS-CT-24 IO GT-T coupling module IBS_CT_24_IO_GT-T,2,Unassigned
27205,Roller 50 EL=312 IG.M8 Spielfr. 50 X 1.5 KL,2,Unassigned
272252,NZM7A-100N-NA Circuit Breaker 100amp,1,Unassigned
27313,"Tension set 30x60, MT=474NM L=60; D=30; D=60",1,Unassigned
2742094,BUSCOUPLER IBS_IL_24BK-T/U,13,Unassigned
2752000,abg.IBS-S5-DSC/I-T PLC communicationmod. IBS_S5_DSC/I-T,4,Unassigned
2761509,SUBCON 9/M-SH Bus plug,0,Unassigned
276488,DILAC-31(24VDC) Contactor relay,1,Unassigned
276532,DILA-XHIC22 Contactor relay,1,Unassigned
276533,DILA-XHIC31 Contactor relay REPLACES 31_DIL-E (48912),1,Unassigned
276705,DILM9-10(24VDC) load contactor **Replaces DIL_EM-10-G**,11,Unassigned
27673,"PEM Clamp Spring Compression spring D-333, d=4, Lo=130",5,Unassigned
276845,DILM12-10 (24VDC) Contactor Replacement for ( DIL 00AM-G,9,Unassigned
277146,DILM25-10(RDC-24) contactor Replacement for DIL 0AM-G ( 48592 ),4,Unassigned
277377,AUXILIARY CONTACTOR DILM32-XHI22 Replaces 22 DIL-M,10,Unassigned
277532,DILMC12-10(24VDC) load contactor DIL00AM-G to be replaced by ( 276845),3,Unassigned
277655,DILMC25-10(RDC24) Load contactor,4,Unassigned
277715,DILMC32-10(RDC24) load contactor DILMC32-10(RDC24),1,Unassigned
277780,DILM40(RDC24) contactor Replacement for  ( 48602 ) DIL1AM-G,8,Unassigned
277894,DILM65(RDC24) (230V50HZ) contactor Replacement for ( 48610 ) DIL2AM-G,2,Unassigned
278529,FAZ-B6/1 miniature circuit-breaker FAZ_B6/1,7,Unassigned
278531,FAZ-B10/1 miniature circuit-breaker FAZ_B10/1,3,Unassigned
278728,FAZ-B6/2 miniature circuit-breaker FAZ_2-B6,3,Unassigned
278843,FAZ-B10/3 miniature circuit-breaker FAZ_3-B10,29,Unassigned
278847,FAZ-B16/3 miniature circuit-breaker FAZ_3-B16,7,Unassigned
278849,FAZ-B25/3 miniature circuit-breaker FAZ_B25/3,10,Unassigned
278850,FAZ-B32/3 miniature circuit-breaker FAZ_3-B32,1,Unassigned
2800847,thermomagnetic protectionswitches,0,Unassigned
2800929,CB-1/6-2/4-PT-BE base element,1,Unassigned
2806943,abg.IBS-S5-SL-LB card IBS S5/SL-LB,4,Unassigned
2809509,PROXIMITY SWITCH ZCP21M12/ZCE01/ZCY25,0,Unassigned
2816399,"VAL-MS 400 ST Type 2 arrester, connector VAL-MS400ST",5,Unassigned
2817738,VAL-MS BE/FM base element/arrester VAL-MS-BE/FM,5,Unassigned
286054,FAZ-XHIN11 auxiliary contact FAZ_XHIN11,13,Unassigned
2861043,IB-IL-24-DI-16/C compact digital I/O mod IB_IL_24_DI-16/C,22,Unassigned
2861056,IB-IL-24-DO-16/C compact digital I/O mod IB_IL_24_DO-16/C,1,Unassigned
2861069,IB-IL-24-PWR-IN/C inline power terminal,4,Unassigned
2866705,QUINT-PS/3AC/24DC/10  rail power supply ,0,Unassigned
2866734,QUINT-PS-3X400-500AC/24DC/5 power 24 VDC 5 AMP,1,Unassigned
