PartNumber,Description,Quantity,Location
98815,Brush L=45 ,2,Unassigned
99009,Roller KS 50 NB=420 KS 50 NB=420,2,Unassigned
99507,Taper Roller NB420 CPL. NB420,0,Unassigned
99722,"Belt Pulley d=26mm 125 PU, New Red wheel",3,Unassigned
99774,V15-G-PG9 cable socket V15-G-PG9,22,Unassigned
9999-00001-0850021,8-way distribution of the set,1,Unassigned
A10011890-SET,Chain fastening (FL523b)-28-cpl-VR0,0,Unassigned
AZD1004,Limit Switch I88-SU1ZAH roller level switch,9,Unassigned
B72214S750K101,VARISTOR B72214S750K101,4,Unassigned
BEF 16-20-502,Universal joint BEF 16-20 502,1,Unassigned
BEG-242-555,13046432 Half-Wave Rectifier For EVS9330-ES on DPS cranes,4,Unassigned
BRTF 16-00-501,Joint head BRTF 16-00-501,1,Unassigned
BRTF-12-00-501,Joint head BRTF12-00-501,0,Unassigned
C20E-120303A11,LIGHT CURTAIN RECEIVER C20E-120303A11,2,Unassigned
C20S-120103A11,LIGHT CURTAIN TRANSMITTER C20S-120103A11,1,Unassigned
CE65M_4096,GRAY-CODE-ENCODER CE65M_4096,2,Unassigned
CG8A722FT_M999/472,CAM SWITCH CG8A722FT_M999/472,2,Unassigned
CH10A324/D-A001FT2,Cam switch,1,Unassigned
CH10A324-600E_V845,CAM SWITCH CH10A324-600E_V845,4,Unassigned
CLV422-1010,SCANNER CLV422-1010,0,Unassigned
CLV422-1910S03,SCANNER CLV422-1910,0,Unassigned
DA-DZM7,DA-NZM7 non sap ROTARY DRIVE,1,Unassigned
DIL MC 32-10,CONTACTOR CONTACTOR,0,Unassigned
DIL R 40-G,CONTACTOR CONTACTOR,0,Unassigned
DIL00AM-G/22,CONTACTOR CONTACTOR,0,Unassigned
DILMC32-10(RDC24),CONTACTOR DILMC32-10(RDC24),0,Unassigned
DS60-P21,SENSOR SENSOR,0,Unassigned
DYN5,TRANSFORMER non sap DYN5,1,Unassigned
E82EV152K4C200,"Frequency Converter Vector 1,5kW E82EV152K4C200",0,Unassigned
E82EV152K4C200_2,FREQUENCY CONTROLLER E82EV152K4C200,0,Unassigned
E82EV222K4C200,"Frequency Converter Vector 2,2kW E82EV222K4C200",4,Unassigned
E82EV302K4C200,"Frequency Converter Vector 3,0kW E82EV302K4C200",3,Unassigned
E82EV551K4C200,Frequency Converter Vector 550W E82EV551K4C200,2,Unassigned
E82EV552K4C200,"Frequency Converter Vector 5,5kW E82EV552K4C200",5,Unassigned
E82EV751K4C200,FREQUENCY CONTROLLER E82EV751K4C200,2,Unassigned
E82ZAFIC010,IBS-INTERFACE E82ZAFIC010,4,Unassigned
E82ZAFSC100/S,"FKT-Module 82C Standard STANDARD PT 
MODULE",4,Unassigned
E84AVBDE1124SX2NEU,"Frequency-Inverter BaseLine D 1,1 KW",1,Unassigned
E84AVBDE7514SX2NEU,"Frequency-inverter BaseLine D 0,75 KW",1,Unassigned
E84AYCIBV/S,Module Interbus TOPLINE/STATELINE,0,Unassigned
EFSGR0200AYIK,FUSE non sap EFSGR0200AYIK,0,Unassigned
EMB9351-C-V003,Brake-Module EMB9351-CV003,5,Unassigned
EMB9352-E,Brake-Module EMB9352-E,5,Unassigned
EMF2111IB.XX.3X,IBS-INTERFACE EMF2111IB.XX.3X,5,Unassigned
EMF2113IB,FKT-Module Interbus INTERBUS Dip Switch,0,Unassigned
ERBD082R600W,Braking Resistance 82R 600W ,1,Unassigned
ERBD100R600W,Braking Resistance 100R 600W ,1,Unassigned
ERBP180R300W,braking resistance 180 Ohm/ 300 Watt,1,Unassigned
ERBS180R350W,13016651 braking resistor,1,Unassigned
ETKU_155-0245,TRANSFORMER non sap ETKU_155-0245,1,Unassigned
ETKU_167-0140,TRANSFORMER ETKU_167-0140,1,Unassigned
ETR411A,ETR4- 11-A 24-240V AC/DC Timing Relay (non sap) ETR4- 11-A 24-240V AC/DC Timing Relay,1,Unassigned
EVOT5510-DC641A,CONNECTION BOX non sap EVOT5510-DC641A,1,Unassigned
EVS9322-CSV003,"9322 CSV003 Controller EVS9322-CSV003
CONTROLLER - SERVO",0,Unassigned
EVS9322-CSV003_2,AXLE MODULE EVS9322-CSV003,0,Unassigned
EVS9322-ES,9322 ES Controller CONTROLLER - SERVO,2,Unassigned
EVS9323-CSV003,Servo-Converter ,2,Unassigned
EVS9323-ES,Servo-Converter ,2,Unassigned
EVS9325-ES,"Servo-Converter, Controller
CVS CAP EX ",0,Unassigned
EVS9326-ES,"Servo-Converter
CVS CAP EX ",2,Unassigned
EVS9327-ES,"9327 Controller
CVS CAP EX Servo-Converter",9,Unassigned
EVS9328-ES,"9328 Controller
CVS CAP EX Servo-Converter",1,Unassigned
EVS9329-ES,"9329 Controller
CVS CAP EX Servo-Converter",6,Unassigned
EVS9330-ES,"9330 Controller
CVS CAP EX CONTROLLER - SERVO",2,Unassigned
EWS0008,"EWS0008 Fan-bracket-plug 8-pole, M-014D",0,Unassigned
F202a-25/0.03,FUSE non sap F202a-25/0.03,2,Unassigned
F628-2RS,Flange bearing F628 Ø8mm,0,Unassigned
FAZ B6,FAZ B6 FAZ B6,7,Unassigned
FAZ_B16,CIRCUIT BREAKER non sap FAZ_B16 ?,2,Unassigned
FAZ_C1,CIRCUIT BREAKER non sap FAZ_C1 ?,8,Unassigned
FAZ_C10,CIRCUIT BREAKER FAZ_C10 ?,30,Unassigned
FAZ_C2,CIRCUIT BREAKER FAZ_C2 ?,5,Unassigned
FAZ_C4,CIRCUIT BREAKER FAZ_C4 ?,7,Unassigned
FAZ_K25/3,CIRCUIT BREAKER non sap FAZ_K25/3,7,Unassigned
FAZ_R2,CIRCUIT BREAKER non sap FAZ_R2 ?,1,Unassigned
FAZ_R4,CIRCUIT BREAKER non sap FAZ_R4 ? FAZ-Z4/1,2,Unassigned
FAZ_R6,CIRCUIT BREAKER non sap FAZ_R6 ?,1,Unassigned
FAZ_Z6/1,CIRCUIT BREAKER FAZ_Z6/1,1,Unassigned
GDB-4A,250V 4A FUSE (CVS) FROM CVS.,37,Unassigned
GLCTE35,Flange bearing unit LFTC 35 GLCTE 35,1,Unassigned
IB_IL_24_DO-16/C,OUTPUT MODULE IB_IL_24_DO-16/C,0,Unassigned
IB_IL_24_PWR-IN/C,INFEED TERMINAL IB_IL_24_PWR-IN/C,4,Unassigned
IBS IL 24 BK DIO,BUSCOUPLER WHOLE UNIT,9,Unassigned
IBS PBC 150,BUS CABLE IBS PBC 150,3,Unassigned
IBS ST24 BK LB-T,BUS TERMINAL IBS ST24 BK LB-T,1,Unassigned
IBS_IL_24BK-T/U,BUSCOUPLER IBS_IL_24BK-T/U,0,Unassigned
IBS_IL_24RB-T,BUSCOUPLER IBS_IL_24RB-T,2,Unassigned
ISN 2U/a10ab/aa-1.41,PULSE REGISTRATION DEVICE PU ISN 2U/a10ab/aa-1.41,2,Unassigned
K1-H010/22A-E,AUXILIARY SWITCH (non sap) K1-H010/22A-E,3,Unassigned
KD_2.5B-24,"BV271864 commutating inductor 24A/1,5mH KD_2.5B-24",2,Unassigned
KD_2B-7/5,BV27976 commutating inductor 7A/5mH,1,Unassigned
KD_3A-30,COMMUTATING INDUCTOR KD_3A-30,2,Unassigned
KD_3A-35,"BV27998 commutating inductor 35A/0,88mH KD_1.6B-2.5",2,Unassigned
KD_3b-42,COMMUTATING INDUCTOR KD_3b-42,1,Unassigned
KD_3C-55,"BV271893 commutating inductor 55A/0,55mH KD_3C-55",2,Unassigned
KD_4-100,COMMUTATING INDUCTOR KD_4-100,3,Unassigned
KG100T103/D-A005VE,circuit breaker 100A with 2 closer KG100T103/D-A005VE,2,Unassigned
KG126T203/D-A004VE,circuit breaker 3-pol. KG126T203/D-A004VE,1,Unassigned
KG20T103/40KL51V,LOKAL ISOLATER KG20T103/40KL51V,2,Unassigned
KG251T103/D-A007VE,circuit breaker3-pol. KG251T103/D-A007VE,0,Unassigned
KG251T203/D-A004VE,circuit breaker 3-pol. KG251T203/D-A004VE,2,Unassigned
KG316T203/D-A007VE,circuit breaker 3-pol. KG316T203/D-A007VE,2,Unassigned
KG41BT103/D-A019E,circuit breaker 40A KG41BT103/D-A019E,1,Unassigned
KH63T203/D-A002E,circuit breaker 3-pol. KH63T203/D-A002E,0,Unassigned
LBR100,Large Belt Roller 100MM Black (non sap) Large Belt Roller 100MM Black,7,Unassigned
LE20-2621,REP_1016501 safety-evaulation unit LE20-2621,2,Unassigned
LP-CC-15,FUSE ATQR15 10X38,0,Unassigned
LP-CC-2,FUSE ATQR2 10X38,0,Unassigned
LP-CC-4,FUSE ATQR4 10X38,0,Unassigned
LR19-15000-600.00,"ASM ROPE ENCODER POSITIONING SENSOR LR19-1500-600,00",1,Unassigned
M 1603.01.004- Pos. 3,SLIDE STRIP 2 10B-2,0,Unassigned
M 1603.01.008- Pos. 4,SLIDE STRIP 2 non sap 10B -2,3,Unassigned
M 1610.03.060- Pos. 4,ZB CHAIN TENSIONER BI. 5,0,Unassigned
M 1610.04.060 Pos. 3,ZB CHAINWHEEL DETOUR non sap CHAIN,4,Unassigned
M 1641.05.004- Pos. 7,GRUBSCREW M 8X16,0,Unassigned
M 1664.01.005- Pos. 7,DRIVE UNIT DRIVE UNIT,0,Unassigned
M22-/1,Surface Mounting Enclosure Surface Mounting Enclosure,2,Unassigned
M22-/2,Surface Mounting Enclosure Surface Mounting Enclosure,2,Unassigned
M22-COMBINATION,EMERGENCY STOP BUTTON EMERGENCY STOP KIT,11,Unassigned
M22-L-G,Indicator Light - green Indicator Light - green,2,Unassigned
M22-L-R,Indicator Light - red Indicator Light - red,2,Unassigned
M22S-D-G,Push Botton - green Push Botton - green,2,Unassigned
M22S-DP-S,Mushroom Push Botton Mushroom Push Botton,11,Unassigned
M22S-D-R,Push Botton - red Push Botton - red,4,Unassigned
M22s-WLK3-W,3 pos. switch (non sap) M22s-WLK3-W,11,Unassigned
M22-XGPV,Emergency Stop Protection Emergency Stop Protection,0,Unassigned
M380-24L,lift magnet tubular AWG Nr24,0,Unassigned
ML 100 AT10 67000 HP NFT S.04040,Toothed belt ML100 AT10 67000 HP NFT L=67 Meters,3,Unassigned
ML 100 AT10 74000 HP NFT S.04040,"Toothed belt ML100 AT10 74000 HP NFT L=74 Meters, Split for two length of Magnus cranes @L=35500mm Mag 01, @L=35300mm Mag 02-07",1,Unassigned
MON-001,MONSTER Circle Lift Push Arm (only) Push arm / Round Black.,0,Unassigned
MON-002-L,MONSTER Tote Erector Proximity Flag Left Monster Machine Local Supplier Prox Flag Left,0,Unassigned
MON-003-R,MONSTER Tote Erector Proximity Flag Right Monster Machine Prox flag Right,0,Unassigned
MON-004,MONSTER Blocking Device Frame only Monster machine blocking device frame,0,Unassigned
MSZE-3-24DC,"MSZE-3-24DC , FESTO, FITTINGS FOR VALVE",2,Unassigned
P48-2280-48-2791/32,"PLVScanP48-2280-48-2791/32 light curtain pair
CVS CAP EX PLVScan Transmitter and Receiver Pair",2,Unassigned
PA100,"PA100 10-30 DC UL
Alarm (non sap) PA100 10-30 DC UL
Alarm",1,Unassigned
PADE F 01 2,Throttle valve GRLA-1/4-QS-6-RS-B GR-QS-6,2,Unassigned
PKZM_0-10,MOTOR PROTECTING SWITCH PKZM_0-10,3,Unassigned
PKZM_0-16,MOTOR PROTECTING SWITCH PKZM_0-16,7,Unassigned
PKZMO_1-C,CIRCUIT BREAKER PKZMO_1-C,2,Unassigned
PWTR 25 62.2 RS,Roll PWTR 25 62.2 RS,2,Unassigned
R48-2280-48-2791/32,"PLVScanP48-2280-48-2791/32 light curtain
CVS CAP EX PLVScan Receiver",0,Unassigned
RBC 1412 SMC,Shock absorber RBC 1412 SMC,1,Unassigned
RFP30BB20A1.0,Return Line Filter (98429) RFP 30 BB 20 A 1.0,1,Unassigned
RKUV4O,CONTROL DESK EMERGENCY STOP CONTROL DESK EMERGENCY STOP,3,Unassigned
S0_V750E/Z0_SSG79,"Key barrel S0084 Key switch for Desk	S0_V750E/Z0_SSG79",2,Unassigned
SK3239.110,115V Rittal Cabinet Fan SK3239.110 Rittal Cabinet Fan 115V,0,Unassigned
SK3326117,"PANEL FAN -RITTAL-
LARGE PANEL FAN -RITTAL-
LARGE",2,Unassigned
SL-B,Basic Module - black Basic Module - black,0,Unassigned
SL-L24,FILAMENT BULB 24 V,0,Unassigned
SL-L-G,Continous Light Module - green Continous Light Module - green,4,Unassigned
SL-L-R,Continous Light Module- red Continous Light Module- red,3,Unassigned
SL-L-Y,Continous Light Module - Yellow Continous Light Module - yellow,3,Unassigned
SMC D-Z73,SMC D-Z73 Proximity Switch and Wire SMC D-Z73 Proximity Switch and Wire,3,Unassigned
SOD_V756/C1000/A,KEY-OPERATOR SOD_V756/C1000/A,1,Unassigned
SSN-BG89D,CP 143 TCP/IP communication processor BG Vipa card,5,Unassigned
"STIO,5",SENSOR non sap SENSOR,0,Unassigned
SZ2374.060,LIGHT BULB LIGHT BULB,0,Unassigned
SZ4155500,PANEL LAMP PANEL LAMP,1,Unassigned
T212698,FUSE ATQR6 10X38,0,Unassigned
TKS 30X50,REFLECTOR 30 X 50,0,Unassigned
TOER  K 05,Shroud d70x5,2,Unassigned
TOER CE032G092,"PRECISION STEEL PIPE non sap ø20 x2 mm, L: 32 mm",4,Unassigned
TOER G 02 2,"Spring d=1,6 Dm=11,4 n=70 winding lk=113.6, lo=134.8",1,Unassigned
TOER G 02 3_2,"Tension spring D1,2 x 13,5 x 47 ",0,Unassigned
TOER G 02 4,"Spring 1.4 x 13.1 x 77=winding lk=109.2, lo=130.2",9,Unassigned
TOER G 10 4,Precision steel tube 12x1x12 Tote Erector Snapper head swivel bolt bushing,18,Unassigned
TOER G 13 2,Precision steel pipe ø 10 x 1 ... 25 Tote Erector Snapper arm swivel bearing (long),14,Unassigned
TOER G 14 9,Cam KRV 26 PP Tote Erector snapper arm roller bearing complete,6,Unassigned
TOER K 02,Crank with square Tote Errector Ele. 18 drive shaft,0,Unassigned
TOER K 04,Bearing box 120x21 Tote erector elem.18 bearings for cam,2,Unassigned
TOER K 06,Crank bolt SW22x85,2,Unassigned
TOER/LIDE - J 15 1,"Steel tube 10 x 1 
 13 long",1,Unassigned
TOER-G 13,Square wave 25x25x290 Tote Erector Snapper head main block,0,Unassigned
TOER-G22 1+2,Prox Clamp for Tote Erector snapper. Initiator holder- comes as a pair.,4,Unassigned
TOER-G41-3,"Tension spring 0,7x9x40 shock absorber return spring",6,Unassigned
UCP 204,Pillow block UCP204,4,Unassigned
UCP204,Pillow block UCP204,4,Unassigned
V6250P-AP0-Q-20,Vulkollan-Combined roller Ø62.4,4,Unassigned
VG510S,FLATSCREEN non sap VG510S,0,Unassigned
VGB_DIL-48,VARISTOR VGB_DIL-48,5,Unassigned
Vipa 321-1BH01,INPUT CARD non sap Vipa 321-1BH01,2,Unassigned
Vipa 323-1BH00,IN-/OUTPUT CARD non sap Vipa 323-1BH00,2,Unassigned
Vipa 323-1BL00,IN-/OUTPUT CARD non sap Vipa 323-1BL00,2,Unassigned
VIPA_376-OAF32,FLASH EPROM non sap VIPA_376-OAF32,2,Unassigned
VIPA_CP143-TCP/IP,COMMUNICATIONS PROCESSOR VIPA_CP143-TCP/IP,0,Unassigned
VIPA_SSM-BG43D,COMMUNICATIONS PROCESSOR VIPA_SSM-BG43D,3,Unassigned
VIPA_SSM-MD34_D,INTERFACE MODULE non sap VIPA_SSM-MD34_D,12,Unassigned
VI-RNNMM-EWYY,Pick car power supply DC DC Convertor,1,Unassigned
WC 08 DU,"Thrust washer 10/20
1,5 dick",16,Unassigned
WC 10 DU,Thrust washer WC 10 DU Tote erector spacer disk for snapper arm mount,0,Unassigned
WC 18 DU,"THRUST WASHER non sap 20x36x1,5",20,Unassigned
WE27-2F430,LIGHT RECEIVER WE27-2F430,4,Unassigned
WIMAMKP10,43D748 plastics condenser WIMA MKP 10,8,Unassigned
WIT_0007,Cable w/ plug for TAST42 Control Desk CONTROL DESK CABLE WITH PLUG ( tast ),0,Unassigned
WIT_10001,"Control Panel, Portable TAST42 TAST42_IBS_T4",4,Unassigned
WI-VUO190-16NO7,external commutator for servo regulator DPS Rectifier,0,Unassigned
WKS-8853,"MPS PICK LIGHT non sap KW 06/05 MP969 DC RGB,",13,Unassigned
WKS-8853_2,Komanz V5.x Quitt +/-button 8col/WH MPS Pick Light,0,Unassigned
WKS-8949,PICK LIGHT CONFIRM BUTTON COVER,169,Unassigned
WKS-8950,PICK LIGHT MINUS BUTTON PICK LIGHT BUTTON,42,Unassigned
WKS-9035,abg.Electronic Rail L=6000mm Pick Light Power Rail,0,Unassigned
WKS-9039,Connection Card End board WITH PLUG RA,20,Unassigned
WKS-9041,Covering Cap old System Pick Light Rail End Cap,40,Unassigned
WKS-9064,PICK LIGHT PLUS BUTTON PICK LIGHT BUTTON COVER,177,Unassigned
WKS-9673,"Confirm Button , actual switch for circuit board.",0,Unassigned
WL27-3P2430,WL27-3P2430 WL27-3P2430 (replaced by WL23-2P3430),0,Unassigned
WMK0052,Pivot bearing GE 40 UK (105092) GE 40 UK,1,Unassigned
WS/WE160-F430,LIGHT BARRIER non sap WS/WE160-F430,1,Unassigned
WS27-2D430,LIGHT TRANSMITTER WS27-2D430,4,Unassigned
WS27-2F430,LIGHT TRANSMITTER LIGHT TRANSMITTER,0,Unassigned
WS34-D430,LIGHT BARRIER non sap TRANSMITTER,11,Unassigned
WT12L-2B550,PHOTO PROXIMITY SWITCH non sap PHOTO PROXIMITY SWITCH,2,Unassigned
WT150-P162,LIGHT BARRIER non sap WT150-P162,3,Unassigned
WT27 2F431,WT27 2F431 WT27 2F431,2,Unassigned
WT27-2F136,LIGHT BARRIER WT27-2F136,12,Unassigned
WT27-2F410,LIGHT BARRIER WT27-2F410 ( replaced by WTB27-3P2411),4,Unassigned
WT27-2F431,"WT27-2F431, photo eye, 1000mm",0,Unassigned
WT34-B410,LIGHT BARRIER non sap WT34-B410,2,Unassigned
Z1-40,OVERLOAD RELAY Z1-40,2,Unassigned
ZEH73,"XCL10041  position switch , ZEH73",4,Unassigned
ZS73 VD 295-390N,PULL-WIRE SWITCH ZS73 VD 295-390N,1,Unassigned
ZS7310/1S VD,SWITCH E-STOP PULL WIRE SWITCH,0,Unassigned
